title,description,artist,country,culture,teaserText,url,image,regularImage,largeImage,date,medium,accessionNumber,galleryInformation,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
Bottle in the shape of a dog,Nasca artist(s),Nasca artist(s),Peru,Nasca, Nasca artist(s)  Date: 1–600 CEAccession Number: 1988.281.2 ,/art/collection/search/316177?&searchField=Title&sortBy=Title&ft=dog&offset=0&rpp=100&  pos=43,https://images.metmuseum.org/CRDImages/ao/mobile-large/DP-24252-001.jpg,ao/web-additional/DP-24252-001.jpg,ao/web-large/DP-24252-001.jpg,1st Century,Ceramic,1992.41.02,unkown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
Bowl Containing a Dog and a Cat,"Paul Flindt (German, Nuremberg before 1567–after 1631 Nuremberg)",Paul Flindt,unknown,unknown," Paul Flindt (German, Nuremberg before 1567–after 1631 Nuremberg)   Date: 1611Accession Number: 53.600.37 (3) ",/art/collection/search/782078?&searchField=Title&sortBy=Title&ft=dog&offset=0&rpp=100&  pos=44,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,17th Century,Etching,53.600.37 (3),unkown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
Boxer from Our Friend – the Dog Educational Pictures 	,unknown,unknown,unknown,unknown, Date: ca. 1950–55Accession Number: 63.350.536.608.4.23 ,/art/collection/search/814563?&searchField=Title&sortBy=Title&ft=dog&offset=0&rpp=100&  pos=45,https://images.metmuseum.org/CRDImages/dp/mobile-large/DPB882441.jpg,dp/web-additional/DPB882441.jpg,dp/web-large/DPB882441.jpg,20th Century,Lithograph,63.350.536.608.4.23,unkown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
Boy and Dog,"Edouard Manet (French, Paris 1832–1883 Paris)",Edouard Manet,unknown,unknown," Edouard Manet (French, Paris 1832–1883 Paris)   Date: 1862Accession Number: 21.76.7 ",/art/collection/search/337448?&searchField=Title&sortBy=Title&ft=dog&offset=0&rpp=100&  pos=46,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP815300.jpg,dp/web-additional/DP815300.jpg,dp/web-large/DP815300.jpg,20th Century,Etching,22.16.07,unkown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
Boy and His Dog,"Arnold Newman (American, New York 1918–2006 New York)",Arnold Newman,unknown,unknown," Arnold Newman (American, New York 1918–2006 New York)   Date: 1947Accession Number: 56.578.10 ",/art/collection/search/269858?&searchField=Title&sortBy=Title&ft=dog&offset=0&rpp=100&  pos=47,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,20th Century,Photograph,65.38.10,unkown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
Boy frightened by a dog (one of a pair),"Höchst Manufactory (German, 1746–1796)",Höchst Manufactory,Germany,"German, Höchst"," Höchst Manufactory (German, 1746–1796)   Date: ca. 1765–70Accession Number: 50.211.216 ",/art/collection/search/200906?&searchField=Title&sortBy=Title&ft=dog&offset=0&rpp=100&  pos=48,https://images.metmuseum.org/CRDImages/es/mobile-large/ES6279.jpg,es/web-additional/ES6279.jpg,es/web-large/ES6279.jpg,18th Century,Porcelain,53.34.36,unkown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
Boy holding a dog,Attributed to Tommaso Fiamberti (active 1480–1525),Tommaso Fiamberti,Italy,"Italian, Florence", Attributed to Tommaso Fiamberti (active 1480–1525)   Date: late 15th centuryAccession Number: 41.100.237 ,/art/collection/search/198759?&searchField=Title&sortBy=Title&ft=dog&offset=0&rpp=100&  pos=49,https://images.metmuseum.org/CRDImages/es/mobile-large/124686.jpg,es/web-additional/124686.jpg,es/web-large/124686.jpg,16th Century,Marble ,42.43.57,unkown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
"[Boy kneeling with dog on basket], Sunny South Cigarettes from Allen &   Ginter Advertising Cards","Allen &   Ginter (American, Richmond, Virginia)",Allen & Ginter,unknown,unknown," Allen &   Ginter (American, Richmond, Virginia)   Date: 1880sAccession Number: Burdick 5, .66 ",/art/collection/search/854350?&searchField=Title&sortBy=Title&ft=dog&offset=0&rpp=100&  pos=50,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,20th Century,Lithograph,"Burdick 5, .66",unkown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
Boy riding a dog,Mennecy,Mennecy,France,"French, Mennecy", Mennecy  Date: ca. 1745–50Accession Number: 1974.356.587 ,/art/collection/search/206103?&searchField=Title&sortBy=Title&ft=dog&offset=0&rpp=100&  pos=51,https://images.metmuseum.org/CRDImages/es/mobile-large/ES2502.jpg,es/web-additional/ES2502.jpg,es/web-large/ES2502.jpg,18th Century,Porcelain,1.974.356.587,unkown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
Boy with Greyhound Dog,"John William Casilear (American, New York 1811–1893 Saratoga Springs, New York)",John William Casilear,USA,American," John William Casilear (American, New York 1811–1893 Saratoga Springs, New York)   Accession Number: 1979.581.87 ",/art/collection/search/16542?&searchField=Title&sortBy=Title&ft=dog&offset=0&rpp=100&  pos=52,https://images.metmuseum.org/CRDImages/ad/mobile-large/263707.jpg,ad/web-additional/263707.jpg,ad/web-large/263707.jpg,unknown,Illustration,1988.42.27,unkown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
A Brace of Full-grown Puppies: or My Dog and Me,"Thomas Rowlandson (British, London 1757–1827 London)",Thomas Rowlandson,unknown,unknown," Thomas Rowlandson (British, London 1757–1827 London)   Date: 1807Accession Number: 59.533.1022(5) ",/art/collection/search/823939?&searchField=Title&sortBy=Title&ft=dog&offset=0&rpp=100&  pos=53,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP885267.jpg,dp/web-additional/DP885267.jpg,dp/web-large/DP885267.jpg,20th Century,Etching,59.533.1022(5),unkown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
Break/Four-Wheeled Dog Cart   ,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
",Brewster &   Co. (American"," New York)""",Brewster & Co.,unknown,unknown," Brewster &   Co. (American, New York)   Date: 1881Accession Number: 23.112.2731 ",/art/collection/search/764890?&searchField=Title&sortBy=Title&ft=dog&offset=0&rpp=100&  pos=54,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,20th Century,Illustration,233.14.11,unkown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
Broadside with 48 scenes relating to the life of a dog told by himself,"José María Marés (Spanish, active ca. 1850–70)",José María Marés,unknown,unknown," José María Marés (Spanish, active ca. 1850–70)   Date: 1874Accession Number: 1978.643.58(4) ",/art/collection/search/760641?&searchField=Title&sortBy=Title&ft=dog&offset=0&rpp=100&  pos=55,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP875653.jpg,dp/web-additional/DP875653.jpg,dp/web-large/DP875653.jpg,20th Century,Engraving,1978.643.58(4),unkown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
Bronze figure of a dog,unknown,unknown,Roman Empire,"Roman, Asia Minor", Date: ca. 1st–2nd century A.DAccession Number: 2021.40.3 ,/art/collection/search/329972?&searchField=Title&sortBy=Title&ft=dog&offset=0&rpp=100&  pos=56,https://images.metmuseum.org/CRDImages/gr/mobile-large/K196.jpg,gr/web-additional/K196.jpg,gr/web-large/K196.jpg,1st Century,Bronze,2021.40.03,unkown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
Bronze statuette of a dog,unknown,unknown,Roman Empire,Roman, Date: 2nd–3rd century CEAccession Number: 62.10.3 ,/art/collection/search/255121?&searchField=Title&sortBy=Title&ft=dog&offset=0&rpp=100&  pos=57,https://images.metmuseum.org/CRDImages/gr/mobile-large/DP20789.jpg,gr/web-additional/DP20789.jpg,gr/web-large/DP20789.jpg,2nd–3rd century CE,Bronze,62.10.03,On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2MzY4NjY4LDQwLjc3ODA0ODI0QGxtQDYxMzQ3MzgzMjg5NQ==' target='_blank'>Gallery 169</a>,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
Bronze statuette of a girl holding a dog,unknown,unknown,Greece or Roman Empire,Greek or Roman, Date: 1st century BCE–2nd century CEAccession Number: 13.225.4 ,/art/collection/search/248754?&searchField=Title&sortBy=Title&ft=dog&offset=0&rpp=100&  pos=58,https://images.metmuseum.org/CRDImages/gr/mobile-large/DP20467.jpg,gr/web-additional/DP20467.jpg,gr/web-large/DP20467.jpg,1st century BCE–2nd century CE,Bronze,16.45.04,On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2MzM1ODQ3LDQwLjc3ODExNDFAbG1AMjkzODk2MjIxODA5' target='_blank'>Gallery 171</a>,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
Brooch in the Form of a Dog,unknown,unknown,Roman Empire,Roman, Date: 2nd centuryAccession Number: 17.194.2390 ,/art/collection/search/465900?&searchField=Title&sortBy=Title&ft=dog&offset=0&rpp=100&  pos=59,https://images.metmuseum.org/CRDImages/md/mobile-large/sf17-194-2390s1.jpg,md/web-additional/sf17-194-2390s1.jpg,md/web-large/sf17-194-2390s1.jpg,2nd century,Ch levé enamel,186.48.30,On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2MzE1NTk3LDQwLjc3OTM3NzE4QGxtQDI1OTUxMjg0MTAxNQ==' target='_blank'>Gallery 301</a>,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
Brooch in the Form of a Dog Attacking a Boar,unknown,unknown,Roman Empire,Roman, Date: 2nd centuryAccession Number: 17.192.148 ,/art/collection/search/465206?&searchField=Title&sortBy=Title&ft=dog&offset=0&rpp=100&  pos=60,https://images.metmuseum.org/CRDImages/md/mobile-large/sf17-192-148s1.jpg,md/web-additional/sf17-192-148s1.jpg,md/web-large/sf17-192-148s1.jpg,2nd century,"Ch levé enamel, bronze",20.14.28,On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2MzE1NTk3LDQwLjc3OTM3NzE4QGxtQDI1OTUxMjg0MTAxNQ==' target='_blank'>Gallery 301</a>,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
Bug Breeders in the Dog Days,"Thomas Rowlandson (British, London 1757–1827 London)",Thomas Rowlandson,unknown,unknown," Thomas Rowlandson (British, London 1757–1827 London)   Date: April 4, 1812Accession Number: 59.533.1940 ",/art/collection/search/811918?&searchField=Title&sortBy=Title&ft=dog&offset=0&rpp=100&  pos=61,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP881787.jpg,dp/web-additional/DP881787.jpg,dp/web-large/DP881787.jpg,18th Century,Etching,600.46.40,unkown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
Bug Breeders in the Dog Days,"Thomas Rowlandson (British, London 1757–1827 London)",Thomas Rowlandson,unknown,unknown," Thomas Rowlandson (British, London 1757–1827 London)   Date: April 4, 1812Accession Number: 59.533.1484 ",/art/collection/search/788080?&searchField=Title&sortBy=Title&ft=dog&offset=0&rpp=100&  pos=62,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP883799.jpg,dp/web-additional/DP883799.jpg,dp/web-large/DP883799.jpg,18th Century,Etching,600.39.04,unkown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
Bull Dog from Cowan' s Dog Pictures ,"Cowan Company, Limited (Canadian, 1893–1926)","Cowan Company, Limited",unknown,unknown," Cowan Company, Limited (Canadian, 1893–1926)   Date: ca. 1929Accession Number: Burdick 335, V13.3 ",/art/collection/search/840142?&searchField=Title&sortBy=Title&ft=dog&offset=0&rpp=100&  pos=63,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,20th Century,Lithograph,"Burdick 335, V13.3",unkown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
Bull Terrier from Cowan' s Dog Pictures ,"Cowan Company, Limited (Canadian, 1893–1926)","Cowan Company, Limited",unknown,unknown," Cowan Company, Limited (Canadian, 1893–1926)   Date: ca. 1929Accession Number: Burdick 335, V13.6 ",/art/collection/search/840145?&searchField=Title&sortBy=Title&ft=dog&offset=0&rpp=100&  pos=64,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,20th Century,Lithograph,"Burdick 335, V13.6",unkown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
Bull Terrier from Our Friend – the Dog Educational Pictures 	,unknown,unknown,unknown,unknown, Date: ca. 1950–55Accession Number: 63.350.536.608.4.22 ,/art/collection/search/814562?&searchField=Title&sortBy=Title&ft=dog&offset=0&rpp=100&  pos=65,https://images.metmuseum.org/CRDImages/dp/mobile-large/DPB882440.jpg,dp/web-additional/DPB882440.jpg,dp/web-large/DPB882440.jpg,20th Century,Lithograph,63.350.536.608.4.22,unkown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
Bust of a Man   and Sleeping Dog  ,"Charles Jacque (French, Paris 1813–1894 Paris)",Charles Jacque,unknown,unknown," Charles Jacque (French, Paris 1813–1894 Paris)   Date: 1843Accession Number: 31.20.23 ",/art/collection/search/830406?&searchField=Title&sortBy=Title&ft=dog&offset=0&rpp=100&  pos=66,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP887227.jpg,dp/web-additional/DP887227.jpg,dp/web-large/DP887227.jpg,20th Century,Etching,31.20.23,unkown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
The Butcher' s Dog,"James McNeill Whistler (American, Lowell, Massachusetts 1834–1903 London)",James McNeill Whistler,unknown,unknown," James McNeill Whistler (American, Lowell, Massachusetts 1834–1903 London)   Date: 1896Accession Number: 29.107.112 ",/art/collection/search/372901?&searchField=Title&sortBy=Title&ft=dog&offset=0&rpp=100&  pos=67,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP814101.jpg,dp/web-additional/DP814101.jpg,dp/web-large/DP814101.jpg,20th Century,Lithograph,30.48.52,unkown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
The Butcher' s Dog,"James McNeill Whistler (American, Lowell, Massachusetts 1834–1903 London)",James McNeill Whistler,unknown,unknown," James McNeill Whistler (American, Lowell, Massachusetts 1834–1903 London)   Date: 1896Accession Number: 17.3.249 ",/art/collection/search/372878?&searchField=Title&sortBy=Title&ft=dog&offset=0&rpp=100&  pos=68,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP814099.jpg,dp/web-additional/DP814099.jpg,dp/web-large/DP814099.jpg,20th Century,Lithograph,17.07.09,unkown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
"Calypso in a Forest with a Spear in Hand and a Quiver on her Back, and a Dog in Attendance, Extending her Hand Towards the Nymph, Eucharis, from Les Aventures de Télémaque par Fénelon avec Son Éloge par la Harpe, Paris Furne et Cie, Éditeurs, Rue Saint-André-Des-Arts, 45 MDCCCLXIV","Simonnet (French, 19th century)",Simonnet,unknown,unknown," Simonnet (French, 19th century)   Date: published 1864Accession Number: 61.538.13(5) ",/art/collection/search/427004?&searchField=Title&sortBy=Title&ft=dog&offset=0&rpp=100&  pos=69,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,20th Century,Etching,61.538.13(5),unkown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
Caricature of a Man with a Dog,"Anonymous, British, 19th century","Anonymous, British, 19th century",unknown,unknown," Anonymous, British, 19th century  Date: ca. 1800Accession Number: 60.620.61 ",/art/collection/search/363116?&searchField=Title&sortBy=Title&ft=dog&offset=0&rpp=100&  pos=70,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP801554.jpg,dp/web-additional/DP801554.jpg,dp/web-large/DP801554.jpg,20th Century,Illustration,70.21.01,unkown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
